,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,dataset_size,group,prot_length
3203,TPK1 HUMAN,iDCT5,esm2_150M,4,199,0.2552088648250715,0.3649670975816864,0.4596889982057299,0.5525452885459388,0.0899068020118449,0.4193532627500921,0.5171646704374887,0.2863306854865484,3424,Growth,243
3204,TPK1 HUMAN,iDCT5,esm2_150M,5,180,0.236440673485349,0.375871100588248,0.4685971244364703,0.5273162227686775,0.0898550324540069,0.4040462050598983,0.5032786139653307,0.2675459887564025,3424,Growth,243
3205,BLAT ECOLX 2014,rbf1,esm2_150M,1,44,0.2708693775206279,0.3381034991444002,0.3865801494684759,0.6331729897051794,0.2310633102134192,0.3529825625735184,0.4044238431157144,0.5813506258946737,5468,Growth,286
3206,BLAT ECOLX 2014,rbf1,esm2_150M,2,42,0.2501047110761395,0.3445510244807316,0.392892095165838,0.6192126789967315,0.2488925238020765,0.3461763171680667,0.3962406704376136,0.6232116231697278,5468,Growth,286
3207,BLAT ECOLX 2014,rbf1,esm2_150M,3,37,0.2536277405599687,0.3451070865820791,0.3937514804288675,0.6183551801731201,0.2474478336589953,0.3419579270001957,0.3884239837083401,0.6298470056321464,5468,Growth,286
3208,BLAT ECOLX 2014,rbf1,esm2_150M,4,46,0.2755413368780931,0.3380471785523333,0.3862692717299183,0.6476491677955705,0.2546273368744255,0.3432535776965463,0.3942563299908966,0.6014122068578487,5468,Growth,286
3209,BLAT ECOLX 2014,rbf1,esm2_150M,5,44,0.2861402504917945,0.3353602112298148,0.3853500592970835,0.6461584046786797,0.287382744905112,0.3320805952044223,0.3778809119258902,0.6487355141967059,5468,Growth,286
3210,B3VI55 LIPST,iDCT2,esm2_150M,1,60,0.1348633400639638,0.2232564531261751,0.3012726730597581,0.4024633041968714,0.1111345577675499,0.2243248068578458,0.3043870298835922,0.3608738980367068,8067,Growth,439
3211,B3VI55 LIPST,iDCT2,esm2_150M,2,38,0.0909063384319661,0.2284645274041852,0.3086875102190141,0.3666882684859374,0.0893321011976351,0.2269531649274639,0.3086996579478378,0.3793287081643265,8067,Growth,439
3212,B3VI55 LIPST,iDCT2,esm2_150M,3,38,0.1026687189731669,0.226288466403203,0.3061773931422123,0.3756254216202483,0.0925605324671725,0.229737408935657,0.3102978536201978,0.365119506610187,8067,Growth,439
